repository,url,age,releases,stars,loc,cbo,dit,lcom,visited
traex/RippleEffect,https://github.com/traex/RippleEffect,8,0,4948,504,2.0,2.0,0.0,True
Devlight/NavigationTabBar,https://github.com/Devlight/NavigationTabBar,6,13,4931,2538,2.0,4.0,0.5,True
huangyanbin/smartTable,https://github.com/huangyanbin/smartTable,5,44,4929,14165,2.0,4.0,0.0,True
lettuce-io/lettuce-core,https://github.com/lettuce-io/lettuce-core,8,105,4924,79798,4.0,20.0,0.0,True
hustcc/JS-Sorting-Algorithm,https://github.com/hustcc/JS-Sorting-Algorithm,6,0,4914,389,3.0,1.0,0.5,True
DingMouRen/LayoutManagerGroup,https://github.com/DingMouRen/LayoutManagerGroup,4,0,4910,2285,3.0,3.0,0.0,True
jeremylong/DependencyCheck,https://github.com/jeremylong/DependencyCheck,10,49,4899,39438,5.0,8.0,3.0,True
razerdp/BasePopup,https://github.com/razerdp/BasePopup,7,15,4897,28287,3.0,10.0,1.0,True
Ramotion/folding-cell-android,https://github.com/Ramotion/folding-cell-android,6,0,4888,812,2.0,2.0,0.0,True
google/google-java-format,https://github.com/google/google-java-format,7,18,4883,12431,3.5,6.0,1.0,True
Jasonchenlijian/FastBle,https://github.com/Jasonchenlijian/FastBle,6,9,4878,4713,2.0,4.0,0.0,True
JodaOrg/joda-time,https://github.com/JodaOrg/joda-time,11,42,4874,91497,6.0,17.0,10.0,True
andkulikov/Transitions-Everywhere,https://github.com/andkulikov/Transitions-Everywhere,8,23,4858,9485,5.0,11.0,0.0,True
lingochamp/okdownload,https://github.com/lingochamp/okdownload,5,8,4839,18986,4.0,6.0,0.0,True
mcxiaoke/packer-ng-plugin,https://github.com/mcxiaoke/packer-ng-plugin,7,1,4822,1776,2.0,4.0,1.0,True
claritylab/lucida,https://github.com/claritylab/lucida,8,0,4819,23221,5.0,5.0,1.0,True
OpenTSDB/opentsdb,https://github.com/OpenTSDB/opentsdb,12,26,4800,103458,4.0,16.0,0.0,True
apache/groovy,https://github.com/apache/groovy,7,0,4796,0,0.0,0.0,0.0,False
dromara/lamp-cloud,https://github.com/dromara/lamp-cloud,5,0,4796,9651,7.0,3.0,0.0,True
LandGrey/SpringBootVulExploit,https://github.com/LandGrey/SpringBootVulExploit,2,0,4794,258,3.0,1.0,0.0,True
apache/hbase,https://github.com/apache/hbase,8,31,4792,906442,5.0,106.0,1.0,True
youtube/api-samples,https://github.com/youtube/api-samples,9,0,4784,2541,7.0,1.0,0.0,True
apache/incubator-seatunnel,https://github.com/apache/incubator-seatunnel,5,40,4781,84500,4.0,7.0,0.0,True
etsy/AndroidStaggeredGrid,https://github.com/etsy/AndroidStaggeredGrid,9,7,4776,4010,3.0,7.0,0.5,True
JanusGraph/janusgraph,https://github.com/JanusGraph/janusgraph,6,24,4762,92760,4.0,11.0,1.0,True
apache/camel,https://github.com/apache/camel,13,0,4760,1573601,3.0,444.0,0.0,True
youlookwhat/CloudReader,https://github.com/youlookwhat/CloudReader,6,25,4759,19378,3.0,10.0,0.0,True
saiwu-bigkoo/Android-ConvenientBanner,https://github.com/saiwu-bigkoo/Android-ConvenientBanner,8,0,4750,848,3.0,3.0,1.0,True
google/cameraview,https://github.com/google/cameraview,6,0,4741,2983,3.0,3.0,0.0,True
AntennaPod/AntennaPod,https://github.com/AntennaPod/AntennaPod,10,48,4739,47998,5.0,8.0,1.0,True
spring-projects/spring-data-examples,https://github.com/spring-projects/spring-data-examples,9,0,4730,50093,2.0,4.0,0.0,True
CodingDocs/springboot-guide,https://github.com/CodingDocs/springboot-guide,4,0,4720,1519,3.0,5.0,0.0,True
pardom-zz/ActiveAndroid,https://github.com/pardom-zz/ActiveAndroid,10,0,4708,3158,3.0,6.0,3.0,True
spring-cloud/spring-cloud-netflix,https://github.com/spring-cloud/spring-cloud-netflix,8,3,4699,7430,6.0,5.0,0.0,True
apache/hive,https://github.com/apache/hive,13,0,4698,1994463,4.0,47.0,1.0,True
hongyangAndroid/baseAdapter,https://github.com/hongyangAndroid/baseAdapter,7,0,4696,1563,3.0,3.0,0.0,True
gabrielemariotti/cardslib,https://github.com/gabrielemariotti/cardslib,9,27,4695,32257,4.0,20.0,0.0,True
deathmarine/Luyten,https://github.com/deathmarine/Luyten,9,17,4676,6750,1.0,11.0,0.0,True
sofastack/sofa-boot,https://github.com/sofastack/sofa-boot,4,62,4672,25586,4.0,5.0,0.0,True
jankotek/mapdb,https://github.com/jankotek/mapdb,10,0,4662,20198,2.0,54.0,0.0,True
wdullaer/MaterialDateTimePicker,https://github.com/wdullaer/MaterialDateTimePicker,8,54,4661,7536,5.0,3.0,1.0,True
nisrulz/android-tips-tricks,https://github.com/nisrulz/android-tips-tricks,6,0,4655,22,1.0,1.0,0.0,True
jgilfelt/chuck,https://github.com/jgilfelt/chuck,6,5,4636,1698,4.0,4.0,0.5,True
spring-attic/spring-security-oauth,https://github.com/spring-attic/spring-security-oauth,11,0,4631,35322,4.0,24.0,0.0,True
android/views-widgets-samples,https://github.com/android/views-widgets-samples,3,0,4631,7344,2.0,9.0,0.0,True
Col-E/Recaf,https://github.com/Col-E/Recaf,5,168,4625,28119,5.0,10.0,1.0,True
kyleduo/SwitchButton,https://github.com/kyleduo/SwitchButton,8,0,4623,1549,2.0,3.0,0.0,True
techGay/v9porn,https://github.com/techGay/v9porn,4,9,4616,24718,2.0,4.0,0.0,True
square/sqlbrite,https://github.com/square/sqlbrite,8,9,4599,3329,2.0,6.0,0.0,True
javaparser/javaparser,https://github.com/javaparser/javaparser,11,40,4591,127161,5.0,20.0,1.0,True
reactive-streams/reactive-streams-jvm,https://github.com/reactive-streams/reactive-streams-jvm,9,0,4587,15248,3.0,7.0,0.0,True
go-lang-plugin-org/go-lang-idea-plugin,https://github.com/go-lang-plugin-org/go-lang-idea-plugin,12,21,4583,45363,6.0,24.0,3.0,True
natario1/CameraView,https://github.com/natario1/CameraView,5,42,4579,21150,3.0,7.0,0.0,True
SplashCodes/JAViewer,https://github.com/SplashCodes/JAViewer,6,10,4579,6309,4.0,7.0,0.0,True
cglib/cglib,https://github.com/cglib/cglib,8,15,4579,17670,1.0,15.0,0.0,True
chentao0707/SimplifyReader,https://github.com/chentao0707/SimplifyReader,7,0,4574,34709,2.0,7.0,0.0,True
danielzeller/Depth-LIB-Android-,https://github.com/danielzeller/Depth-LIB-Android-,6,0,4574,3771,2.0,3.0,0.0,True
ZHENFENG13/spring-boot-projects,https://github.com/ZHENFENG13/spring-boot-projects,5,0,4572,2613,3.0,4.0,1.0,True
orientechnologies/orientdb,https://github.com/orientechnologies/orientdb,10,198,4570,492844,5.0,7.0,1.0,True
2227324689/gpmall,https://github.com/2227324689/gpmall,3,0,4570,8865,3.0,5.0,0.0,True
romandanylyk/PageIndicatorView,https://github.com/romandanylyk/PageIndicatorView,6,14,4566,3532,4.0,4.0,1.0,True
pili-engineering/PLDroidPlayer,https://github.com/pili-engineering/PLDroidPlayer,7,42,4565,5878,2.0,3.0,0.0,True
coobird/thumbnailator,https://github.com/coobird/thumbnailator,7,0,4558,19311,2.0,7.0,0.0,True
Flipboard/bottomsheet,https://github.com/Flipboard/bottomsheet,7,10,4545,2578,3.0,4.0,0.0,True
zhanghai/Douya,https://github.com/zhanghai/Douya,7,11,4543,44643,4.0,14.0,1.0,True
jdamcd/android-crop,https://github.com/jdamcd/android-crop,9,6,4538,1676,1.0,3.0,0.0,True
web3j/web3j,https://github.com/web3j/web3j,6,101,4535,37462,2.0,46.0,0.0,True
bitcoinj/bitcoinj,https://github.com/bitcoinj/bitcoinj,9,1,4526,67785,3.0,44.0,1.0,True
WeiYe-Jing/datax-web,https://github.com/WeiYe-Jing/datax-web,3,5,4521,13801,3.0,5.0,0.0,True
hansonwang99/Spring-Boot-In-Action,https://github.com/hansonwang99/Spring-Boot-In-Action,4,0,4515,2714,3.0,4.0,0.0,True
JakeWharton/NineOldAndroids,https://github.com/JakeWharton/NineOldAndroids,11,0,4512,7585,2.0,4.0,0.0,True
meefik/linuxdeploy,https://github.com/meefik/linuxdeploy,10,37,4507,2693,5.0,2.0,3.0,True
pig-mesh/pig,https://github.com/pig-mesh/pig,3,29,4503,18066,4.0,5.0,0.0,True
roncoo/roncoo-pay,https://github.com/roncoo/roncoo-pay,6,0,4493,19718,3.0,4.0,3.0,True
puniverse/quasar,https://github.com/puniverse/quasar,9,18,4490,52770,2.0,13.0,0.0,True
zhanglei-workspace/shopping-management-system,https://github.com/zhanglei-workspace/shopping-management-system,7,0,4490,5500,3.0,4.0,3.0,True
firebase/FirebaseUI-Android,https://github.com/firebase/FirebaseUI-Android,7,65,4486,13829,7.0,17.0,1.0,True
xManager-App/xManager,https://github.com/xManager-App/xManager,2,40,4477,34782,1.0,6.0,0.0,True
HotBitmapGG/bilibili-android-client,https://github.com/HotBitmapGG/bilibili-android-client,6,1,4468,38892,3.0,6.0,3.0,True
alibaba/dexposed,https://github.com/alibaba/dexposed,7,0,4455,2414,2.0,6.0,0.0,True
apache/pinot,https://github.com/apache/pinot,8,18,4453,357595,5.0,32.0,1.0,True
reactor/reactor-core,https://github.com/reactor/reactor-core,7,133,4450,0,0.0,0.0,0.0,False
square/android-times-square,https://github.com/square/android-times-square,10,0,4441,2286,4.0,4.0,0.0,True
castorflex/SmoothProgressBar,https://github.com/castorflex/SmoothProgressBar,9,9,4438,2208,3.0,3.0,0.0,True
brianfrankcooper/YCSB,https://github.com/brianfrankcooper/YCSB,12,55,4434,22046,3.0,5.0,0.0,True
luggit/react-native-config,https://github.com/luggit/react-native-config,7,22,4426,428,4.0,3.0,1.0,True
Doikki/DKVideoPlayer,https://github.com/Doikki/DKVideoPlayer,5,32,4420,18446,2.0,6.0,0.0,True
janishar/android-mvp-architecture,https://github.com/janishar/android-mvp-architecture,6,0,4419,4049,3.0,5.0,0.0,True
ronmamo/reflections,https://github.com/ronmamo/reflections,9,3,4415,4931,1.0,5.0,0.0,True
javagrowing/JGrowing,https://github.com/javagrowing/JGrowing,4,0,4411,329,1.0,1.0,1.0,True
Netflix/ribbon,https://github.com/Netflix/ribbon,10,41,4398,21788,2.0,6.0,0.0,True
apache/ignite,https://github.com/apache/ignite,8,0,4391,1182059,3.0,59.0,0.0,True
apache/rocketmq-externals,https://github.com/apache/rocketmq-externals,5,0,4373,9950,4.0,4.0,0.0,True
TeamAmaze/AmazeFileManager,https://github.com/TeamAmaze/AmazeFileManager,8,65,4371,32873,4.0,10.0,0.0,True
yasserg/crawler4j,https://github.com/yasserg/crawler4j,11,3,4367,4736,4.0,3.0,1.0,True
CellularPrivacy/Android-IMSI-Catcher-Detector,https://github.com/CellularPrivacy/Android-IMSI-Catcher-Detector,9,48,4360,12171,3.0,4.0,0.0,True
obsidiandynamics/kafdrop,https://github.com/obsidiandynamics/kafdrop,3,44,4359,3848,3.0,4.0,0.0,True
citerus/dddsample-core,https://github.com/citerus/dddsample-core,8,0,4355,4736,4.0,4.0,0.0,True
Exrick/xpay,https://github.com/Exrick/xpay,5,0,4347,1449,5.0,1.0,1.0,True
Ashok-Varma/BottomNavigation,https://github.com/Ashok-Varma/BottomNavigation,6,16,4341,2091,5.5,4.0,4.5,True
Tencent/GT,https://github.com/Tencent/GT,7,3,4333,55726,2.0,6.0,0.0,True
awangdev/leet-code,https://github.com/awangdev/leet-code,7,0,4329,2261,1.5,1.0,0.0,True
j-easy/easy-rules,https://github.com/j-easy/easy-rules,10,10,4319,4857,4.0,5.0,1.0,True
mcxiaoke/android-volley,https://github.com/mcxiaoke/android-volley,9,0,4314,4965,3.0,31.0,0.0,True
robinhood/ticker,https://github.com/robinhood/ticker,6,9,4310,1581,4.0,4.0,0.0,True
Javen205/IJPay,https://github.com/Javen205/IJPay,5,24,4305,13601,5.0,3.0,0.0,True
bingoogolapple/BGARefreshLayout-Android,https://github.com/bingoogolapple/BGARefreshLayout-Android,7,4,4296,5450,3.0,4.0,1.0,True
Meituan-Dianping/Robust,https://github.com/Meituan-Dianping/Robust,5,13,4293,2953,2.0,3.0,3.5,True
aporter/coursera-android,https://github.com/aporter/coursera-android,9,0,4281,16977,4.0,5.0,0.0,True
cjlin1/libsvm,https://github.com/cjlin1/libsvm,9,0,4280,3152,1.5,5.0,0.0,True
airbnb/DeepLinkDispatch,https://github.com/airbnb/DeepLinkDispatch,7,22,4270,8549,5.0,2.0,0.0,True
jeasonlzy/ImagePicker,https://github.com/jeasonlzy/ImagePicker,7,5,4263,3685,3.0,4.0,0.0,True
tuguangquan/mybatis,https://github.com/tuguangquan/mybatis,8,0,4261,39118,2.0,7.0,0.0,True
Heeexy/SpringBoot-Shiro-Vue,https://github.com/Heeexy/SpringBoot-Shiro-Vue,5,0,4257,633,6.0,4.0,0.0,True
bisq-network/bisq,https://github.com/bisq-network/bisq,9,130,4257,169451,4.0,18.0,1.0,True
vespa-engine/vespa,https://github.com/vespa-engine/vespa,6,65,4245,653080,4.0,75.0,1.0,True
azkaban/azkaban,https://github.com/azkaban/azkaban,10,48,4225,92479,4.0,6.0,1.0,True
grantland/android-autofittextview,https://github.com/grantland/android-autofittextview,12,1,4221,470,4.0,2.0,1.5,True
stleary/JSON-java,https://github.com/stleary/JSON-java,12,17,4217,10445,1.0,5.0,1.0,True
xuexiangjys/XUI,https://github.com/xuexiangjys/XUI,4,22,4216,89659,3.0,9.0,1.0,True
JSQLParser/JSqlParser,https://github.com/JSQLParser/JSqlParser,11,30,4213,33084,3.0,5.0,3.0,True
rstudio/rstudio,https://github.com/rstudio/rstudio,12,0,4208,217934,3.0,13.0,0.0,True
react-native-webrtc/react-native-webrtc,https://github.com/react-native-webrtc/react-native-webrtc,7,60,4200,3606,3.0,2.0,0.0,True
ChadCSong/ShineButton,https://github.com/ChadCSong/ShineButton,6,2,4198,988,2.0,4.0,0.0,True
phishman3579/java-algorithms-implementation,https://github.com/phishman3579/java-algorithms-implementation,9,0,4195,31758,3.0,41.0,0.0,True
pmd/pmd,https://github.com/pmd/pmd,10,85,4190,121199,4.0,28.0,1.0,True
codingapi/tx-lcn,https://github.com/codingapi/tx-lcn,5,14,4189,7767,4.0,4.0,0.0,True
jeecgboot/JimuReport,https://github.com/jeecgboot/JimuReport,3,5,4187,86,5.0,1.0,0.0,True
spring-projects/spring-authorization-server,https://github.com/spring-projects/spring-authorization-server,2,23,4185,27199,7.0,10.0,1.0,True
chewiebug/GCViewer,https://github.com/chewiebug/GCViewer,11,5,4172,20257,4.0,24.0,1.0,True
querydsl/querydsl,https://github.com/querydsl/querydsl,11,34,4172,98621,3.0,25.0,0.0,True
Jacksgong/JKeyboardPanelSwitch,https://github.com/Jacksgong/JKeyboardPanelSwitch,7,14,4170,1736,3.0,2.0,0.0,True
line/armeria,https://github.com/line/armeria,7,213,4160,229165,5.0,24.0,0.0,True
getActivity/XXPermissions,https://github.com/getActivity/XXPermissions,4,53,4159,3676,3.0,8.0,0.0,True
hugeterry/CoordinatorTabLayout,https://github.com/hugeterry/CoordinatorTabLayout,6,0,4154,473,3.0,2.0,0.0,True
objectbox/objectbox-java,https://github.com/objectbox/objectbox-java,6,35,4150,21610,4.0,24.0,0.0,True
remkop/picocli,https://github.com/remkop/picocli,6,80,4148,93906,2.0,76.0,0.0,True
bjmashibing/InternetArchitect,https://github.com/bjmashibing/InternetArchitect,3,0,4141,44647,3.0,14.0,0.0,True
bingoogolapple/BGABanner-Android,https://github.com/bingoogolapple/BGABanner-Android,8,0,4140,2123,3.0,3.0,1.0,True
dreamhead/moco,https://github.com/dreamhead/moco,10,0,4137,16739,5.0,6.0,1.0,True
JZ-Darkal/AndroidHttpCapture,https://github.com/JZ-Darkal/AndroidHttpCapture,6,1,4130,15905,3.0,4.0,0.0,True
ongakuer/CircleIndicator,https://github.com/ongakuer/CircleIndicator,8,7,4130,1712,5.0,3.0,1.0,True
LWJGL/lwjgl3,https://github.com/LWJGL/lwjgl3,10,16,4127,819357,6.0,9.0,66.0,True
ThirtyDegreesRay/OpenHub,https://github.com/ThirtyDegreesRay/OpenHub,5,31,4126,24549,4.0,9.0,1.0,True
CalebFenton/simplify,https://github.com/CalebFenton/simplify,9,9,4123,21150,8.0,4.0,0.0,True
pedrovgs/AndroidWiFiADB,https://github.com/pedrovgs/AndroidWiFiADB,7,8,4123,1096,2.0,5.0,0.0,True
StarRocks/starrocks,https://github.com/StarRocks/starrocks,1,54,4116,395906,4.0,25.0,0.0,True
baoyachi/StepView,https://github.com/baoyachi/StepView,6,13,4114,906,7.0,3.0,0.0,True
brianway/java-learning,https://github.com/brianway/java-learning,7,0,4095,10984,1.0,4.0,0.0,True
alibaba/Tangram-Android,https://github.com/alibaba/Tangram-Android,5,38,4093,24338,3.0,6.0,0.0,True
tiann/epic,https://github.com/tiann/epic,5,5,4071,5127,3.0,3.0,1.0,True
runelite/runelite,https://github.com/runelite/runelite,6,0,4067,207941,3.0,10.0,0.0,True
yhaolpz/FloatWindow,https://github.com/yhaolpz/FloatWindow,5,9,4065,1473,2.0,3.0,1.0,True
mock-server/mockserver,https://github.com/mock-server/mockserver,10,0,4063,65134,5.0,7.0,1.0,True
bytedeco/javacpp,https://github.com/bytedeco/javacpp,8,9,4062,25721,4.0,13.0,0.0,True
dinuscxj/LoadingDrawable,https://github.com/dinuscxj/LoadingDrawable,6,0,4061,4428,4.0,3.0,1.0,True
Fuzion24/JustTrustMe,https://github.com/Fuzion24/JustTrustMe,8,1,4057,556,1.5,2.0,0.0,True
rubensousa/ViewPagerCards,https://github.com/rubensousa/ViewPagerCards,6,0,4054,240,6.0,2.0,0.0,True
apache/shiro,https://github.com/apache/shiro,13,0,4052,35910,3.0,11.0,1.0,True
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper,11,39,4051,93997,4.0,8.0,0.0,True
Yalantis/Phoenix,https://github.com/Yalantis/Phoenix,8,1,4041,976,2.5,4.0,0.0,True
hussien89aa/AndroidTutorialForBeginners,https://github.com/hussien89aa/AndroidTutorialForBeginners,6,0,4036,3744,3.0,4.0,0.0,True
Freeyourgadget/Gadgetbridge,https://github.com/Freeyourgadget/Gadgetbridge,8,0,4031,126345,3.0,21.0,0.0,True
Manabu-GT/ExpandableTextView,https://github.com/Manabu-GT/ExpandableTextView,8,4,4021,552,4.0,5.0,0.0,True
makovkastar/FloatingActionButton,https://github.com/makovkastar/FloatingActionButton,8,0,4019,1014,3.0,6.0,1.0,True
DiUS/java-faker,https://github.com/DiUS/java-faker,11,0,4018,6710,4.0,2.0,0.0,True
RedSpider1/concurrent,https://github.com/RedSpider1/concurrent,4,0,4016,0,,,,True
BoltsFramework/Bolts-Android,https://github.com/BoltsFramework/Bolts-Android,9,11,4014,5144,1.0,4.0,0.0,True
qstumn/BadgeView,https://github.com/qstumn/BadgeView,6,5,3992,1759,2.0,3.0,0.0,True
apache/hudi,https://github.com/apache/hudi,6,21,3990,189228,6.0,17.0,1.0,True
apache/iceberg,https://github.com/apache/iceberg,4,9,3988,228206,6.0,28.0,1.0,True
eirslett/frontend-maven-plugin,https://github.com/eirslett/frontend-maven-plugin,9,0,3982,2960,3.0,4.0,1.0,True
powermock/powermock,https://github.com/powermock/powermock,8,16,3982,32914,2.0,7.0,0.0,True
traccar/traccar,https://github.com/traccar/traccar,10,42,3975,62000,4.0,5.0,0.0,True
zlt2000/microservices-platform,https://github.com/zlt2000/microservices-platform,4,29,3975,8525,5.0,4.0,0.0,True
luckybilly/CC,https://github.com/luckybilly/CC,5,0,3969,4599,4.0,5.0,0.0,True
dromara/hmily,https://github.com/dromara/hmily,5,0,3969,26521,4.0,5.0,0.0,True
alibaba/QLExpress,https://github.com/alibaba/QLExpress,5,2,3965,12126,3.0,6.0,0.0,True
rengwuxian/RxJavaSamples,https://github.com/rengwuxian/RxJavaSamples,6,3,3963,1001,3.0,3.0,0.0,True
oblac/jodd,https://github.com/oblac/jodd,10,37,3962,26882,3.0,24.0,0.0,True
lcodecorex/TwinklingRefreshLayout,https://github.com/lcodecorex/TwinklingRefreshLayout,7,0,3960,6273,2.0,4.0,0.0,True
saysky/ForestBlog,https://github.com/saysky/ForestBlog,5,0,3957,2437,3.0,2.0,0.0,True
xcltapestry/XCL-Charts,https://github.com/xcltapestry/XCL-Charts,8,0,3949,23397,3.0,5.0,4.0,True
killbill/killbill,https://github.com/killbill/killbill,10,136,3947,146482,6.0,10.0,1.0,True
alibaba/jstorm,https://github.com/alibaba/jstorm,9,22,3939,296316,4.0,67.0,1.0,True
mik3y/usb-serial-for-android,https://github.com/mik3y/usb-serial-for-android,9,23,3933,6759,6.0,5.0,1.0,True
oldmanpushcart/greys-anatomy,https://github.com/oldmanpushcart/greys-anatomy,10,0,3924,10774,3.0,4.0,0.0,True
spring-cloud/spring-cloud-gateway,https://github.com/spring-cloud/spring-cloud-gateway,6,1,3923,26158,5.0,7.0,0.0,True
orhanobut/hawk,https://github.com/orhanobut/hawk,8,22,3919,834,2.0,2.0,1.0,True
Piasy/BigImageViewer,https://github.com/Piasy/BigImageViewer,6,0,3916,2513,3.0,4.0,1.0,True
JoanZapata/android-iconify,https://github.com/JoanZapata/android-iconify,9,0,3910,909,3.0,2.0,1.0,True
CaffeineMC/sodium-fabric,https://github.com/CaffeineMC/sodium-fabric,3,19,3903,12542,4.0,3.0,1.0,True
baomidou/dynamic-datasource-spring-boot-starter,https://github.com/baomidou/dynamic-datasource-spring-boot-starter,4,10,3902,3218,3.5,4.0,0.0,True
failsafe-lib/failsafe,https://github.com/failsafe-lib/failsafe,7,0,3896,9996,6.0,12.0,1.0,True
PojavLauncherTeam/PojavLauncher,https://github.com/PojavLauncherTeam/PojavLauncher,3,123,3878,35166,3.0,10.0,1.0,True
bluelinelabs/Conductor,https://github.com/bluelinelabs/Conductor,6,21,3873,6556,3.0,4.0,0.0,True
microsoft/malmo,https://github.com/microsoft/malmo,6,21,3867,19130,5.0,41.0,1.0,True
alibaba/dragonwell8,https://github.com/alibaba/dragonwell8,4,23,3856,0,0.0,0.0,0.0,False
aurelhubert/ahbottomnavigation,https://github.com/aurelhubert/ahbottomnavigation,6,14,3856,2339,2.0,2.0,0.0,True
pqpo/SmartCropper,https://github.com/pqpo/SmartCropper,5,13,3845,1004,3.0,2.0,0.0,True
databricks/learning-spark,https://github.com/databricks/learning-spark,8,0,3837,2295,2.0,2.0,0.0,True
code4craft/tiny-spring,https://github.com/code4craft/tiny-spring,9,0,3836,1543,2.0,3.0,0.0,True
jitsi/jitsi,https://github.com/jitsi/jitsi,9,7,3825,196472,3.0,103.0,0.0,True
micrometer-metrics/micrometer,https://github.com/micrometer-metrics/micrometer,5,175,3822,60924,4.0,8.0,0.0,True
mybatis/spring-boot-starter,https://github.com/mybatis/spring-boot-starter,7,26,3822,4334,4.0,4.0,0.0,True
jagrosh/MusicBot,https://github.com/jagrosh/MusicBot,6,34,3820,3739,6.0,14.0,1.0,True
MiguelCatalan/MaterialSearchView,https://github.com/MiguelCatalan/MaterialSearchView,7,6,3819,1361,2.0,3.0,1.0,True
oracle/opengrok,https://github.com/oracle/opengrok,10,213,3818,67631,3.0,6.0,1.0,True
alibaba/jetcache,https://github.com/alibaba/jetcache,5,62,3814,17425,4.0,6.0,0.0,True
zzhoujay/RichText,https://github.com/zzhoujay/RichText,7,0,3803,5185,2.0,5.0,0.0,True
981011512/--,https://github.com/981011512/--,2,0,3802,26884,3.0,4.0,6.0,True
roboguice/roboguice,https://github.com/roboguice/roboguice,10,0,3794,74026,3.0,42.0,0.0,True
google/open-location-code,https://github.com/google/open-location-code,8,5,3786,2250,3.0,3.0,0.0,True
binIoter/GuideView,https://github.com/binIoter/GuideView,6,0,3785,1246,2.0,4.0,1.0,True
GeyserMC/Geyser,https://github.com/GeyserMC/Geyser,3,0,3782,37977,6.0,10.0,1.0,True
jboss-javassist/javassist,https://github.com/jboss-javassist/javassist,9,21,3775,82716,1.0,19.0,0.0,True
fuzhengwei/small-spring,https://github.com/fuzhengwei/small-spring,1,0,3763,9386,2.0,9.0,0.0,True
lzyzsd/CircleProgress,https://github.com/lzyzsd/CircleProgress,8,0,3750,1451,6.0,4.0,1.0,True
timehop/sticky-headers-recyclerview,https://github.com/timehop/sticky-headers-recyclerview,8,0,3749,808,2.0,3.0,0.0,True
liquibase/liquibase,https://github.com/liquibase/liquibase,11,83,3738,94346,4.0,7.0,3.0,True
will-che/flink-recommandSystem-demo,https://github.com/will-che/flink-recommandSystem-demo,3,0,3737,1835,3.0,2.0,1.0,True
NekoX-Dev/NekoX,https://github.com/NekoX-Dev/NekoX,2,186,3727,1067533,3.0,1497.0,0.0,True
youlookwhat/DesignPattern,https://github.com/youlookwhat/DesignPattern,6,0,3724,2603,2.0,2.0,0.0,True
amirzaidi/Launcher3,https://github.com/amirzaidi/Launcher3,5,22,3724,60130,3.0,8.0,0.0,True
willowtreeapps/spruce-android,https://github.com/willowtreeapps/spruce-android,6,3,3715,4269,3.0,5.0,0.0,True
sunfusheng/MarqueeView,https://github.com/sunfusheng/MarqueeView,6,0,3714,804,4.0,2.0,0.0,True
lygttpod/SuperTextView,https://github.com/lygttpod/SuperTextView,6,39,3713,4002,2.0,3.0,0.0,True
CatVodTVOfficial/TVBoxOSC,https://github.com/CatVodTVOfficial/TVBoxOSC,0,0,3711,22428,3.0,7.0,0.0,True
yanzhenjie/NoHttp,https://github.com/yanzhenjie/NoHttp,7,0,3711,8428,3.0,4.0,1.0,True
apache/calcite,https://github.com/apache/calcite,8,0,3710,319191,5.0,72.0,1.0,True
strimzi/strimzi-kafka-operator,https://github.com/strimzi/strimzi-kafka-operator,6,114,3709,118303,7.0,16.0,1.0,True
NotFound9/interviewGuide,https://github.com/NotFound9/interviewGuide,6,0,3698,0,,,,True
opengoofy/hippo4j,https://github.com/opengoofy/hippo4j,1,17,3693,19687,3.0,5.0,0.0,True
mercyblitz/tech-weekly,https://github.com/mercyblitz/tech-weekly,4,0,3693,996,1.0,2.0,0.0,True
rovo89/XposedInstaller,https://github.com/rovo89/XposedInstaller,10,0,3684,8980,2.0,6.0,0.0,True
andOTP/andOTP,https://github.com/andOTP/andOTP,5,38,3673,8443,3.0,6.0,0.0,True
yangfuhai/ASimpleCache,https://github.com/yangfuhai/ASimpleCache,9,0,3668,1993,2.0,2.0,0.0,True
ververica/flink-cdc-connectors,https://github.com/ververica/flink-cdc-connectors,2,11,3665,38868,4.0,5.0,0.0,True
sofastack/sofa-rpc,https://github.com/sofastack/sofa-rpc,4,52,3664,68223,3.0,5.0,0.0,True
apache/nifi,https://github.com/apache/nifi,8,0,3661,687182,4.0,14.0,1.0,True
PhilippC/keepass2android,https://github.com/PhilippC/keepass2android,5,22,3660,66907,3.0,19.0,1.0,True
linyiqun/DataMiningAlgorithm,https://github.com/linyiqun/DataMiningAlgorithm,8,0,3660,11663,2.0,3.0,0.0,True
201206030/novel,https://github.com/201206030/novel,3,9,3659,4167,2.0,4.0,0.0,True
ryanhoo/StylishMusicPlayer,https://github.com/ryanhoo/StylishMusicPlayer,6,0,3656,5777,3.0,4.0,0.0,True
jetlinks/jetlinks-community,https://github.com/jetlinks/jetlinks-community,3,16,3656,38656,6.0,6.0,0.0,True
apache/incubator-heron,https://github.com/apache/incubator-heron,7,56,3649,70653,4.0,7.0,1.0,True
qunarcorp/bistoury,https://github.com/qunarcorp/bistoury,3,8,3646,73638,3.0,9.0,1.0,True
h2database/h2database,https://github.com/h2database/h2database,7,18,3640,226823,4.0,35.0,3.0,True
knowm/XChange,https://github.com/knowm/XChange,11,0,3632,156090,4.0,8.0,0.0,True
crate/crate,https://github.com/crate/crate,9,59,3628,439595,5.0,14.0,1.0,True
litesuits/android-common,https://github.com/litesuits/android-common,8,0,3626,6519,2.0,4.0,1.0,True
Exrick/xboot,https://github.com/Exrick/xboot,4,6,3625,10265,6.0,4.0,0.0,True
